TLC2 Version 2.19 of 08 August 2024 (rev: 5a47802)
Running breadth-first search Model-Checking with fp 93 and seed -8506197763289987268 with 96 workers on 96 cores with 609180MB heap and 64MB offheap memory [pid: 4700] (Linux 7.0.0-1004-aws amd64, Ubuntu 25.0.3-ea x86_64, MSBDiskFPSet, DiskStateQueue).
Parsing file /home/ubuntu/summerset/tla+/bodega_roster_lease/Bodega_MC.tla
Parsing file /home/ubuntu/summerset/tla+/bodega_roster_lease/Bodega.tla
Parsing file /tmp/FiniteSets.tla
Parsing file /tmp/Sequences.tla
Parsing file /tmp/Integers.tla
Parsing file /tmp/TLC.tla
Parsing file /tmp/Naturals.tla
Semantic processing of module Naturals
Semantic processing of module Sequences
Semantic processing of module FiniteSets
Semantic processing of module Integers
Semantic processing of module TLC
Semantic processing of module Bodega
Semantic processing of module Bodega_MC
Starting... (2026-05-17 01:39:53)
Computing initial states...
Finished computing initial states: 1 distinct state generated at 2026-05-17 01:39:58.
Progress(24) at 2026-05-17 03:31:06: 527,395,012 states generated (4,636,706 s/min), 178,085,895 distinct states found (1,599,548 ds/min), 55,810,907 states left on queue.
Progress(24) at 2026-05-17 03:32:06: 532,014,970 states generated (4,619,958 s/min), 179,693,545 distinct states found (1,607,650 ds/min), 56,190,269 states left on queue.
Progress(24) at 2026-05-17 03:33:06: 536,678,051 states generated (4,663,081 s/min), 181,293,460 distinct states found (1,599,915 ds/min), 56,613,536 states left on queue.
Progress(24) at 2026-05-17 03:34:06: 541,511,823 states generated (4,833,772 s/min), 182,875,294 distinct states found (1,581,834 ds/min), 57,061,861 states left on queue.
Progress(24) at 2026-05-17 03:35:06: 546,117,332 states generated (4,605,509 s/min), 184,481,667 distinct states found (1,606,373 ds/min), 57,456,493 states left on queue.
Progress(24) at 2026-05-17 03:36:06: 550,706,087 states generated (4,588,755 s/min), 186,093,862 distinct states found (1,612,195 ds/min), 57,789,479 states left on queue.
Progress(24) at 2026-05-17 03:37:06: 555,076,109 states generated (4,370,022 s/min), 187,733,955 distinct states found (1,640,093 ds/min), 58,160,824 states left on queue.
Progress(24) at 2026-05-17 03:38:06: 559,380,665 states generated (4,304,556 s/min), 189,374,521 distinct states found (1,640,566 ds/min), 58,523,918 states left on queue.
Progress(24) at 2026-05-17 03:39:06: 563,724,655 states generated (4,343,990 s/min), 191,007,394 distinct states found (1,632,873 ds/min), 58,853,300 states left on queue.
Checkpointing of run /tmp/tlc-bodega_roster_lease/states/26-05-17-01-39-53
Checkpointing completed at (2026-05-17 03:40:08)
Progress(24) at 2026-05-17 03:40:08: 568,629,383 states generated (4,904,728 s/min), 192,622,190 distinct states found (1,614,796 ds/min), 59,276,147 states left on queue.
Progress(24) at 2026-05-17 03:41:08: 572,919,211 states generated (4,289,828 s/min), 194,260,323 distinct states found (1,638,133 ds/min), 59,600,930 states left on queue.
Progress(24) at 2026-05-17 03:42:08: 577,713,489 states generated (4,794,278 s/min), 195,848,037 distinct states found (1,587,714 ds/min), 60,010,881 states left on queue.
Progress(24) at 2026-05-17 03:43:08: 582,422,402 states generated (4,708,913 s/min), 197,441,540 distinct states found (1,593,503 ds/min), 60,431,552 states left on queue.
Progress(24) at 2026-05-17 03:44:08: 587,321,910 states generated (4,899,508 s/min), 199,024,313 distinct states found (1,582,773 ds/min), 60,830,983 states left on queue.
Progress(24) at 2026-05-17 03:45:08: 591,900,747 states generated (4,578,837 s/min), 200,641,394 distinct states found (1,617,081 ds/min), 61,221,399 states left on queue.
Progress(24) at 2026-05-17 03:46:08: 596,585,716 states generated (4,684,969 s/min), 202,249,593 distinct states found (1,608,199 ds/min), 61,601,154 states left on queue.
Progress(24) at 2026-05-17 03:47:08: 601,135,071 states generated (4,549,355 s/min), 203,867,571 distinct states found (1,617,978 ds/min), 61,989,244 states left on queue.
Progress(24) at 2026-05-17 03:48:08: 606,025,108 states generated (4,890,037 s/min), 205,448,408 distinct states found (1,580,837 ds/min), 62,424,900 states left on queue.
Progress(24) at 2026-05-17 03:49:08: 610,942,008 states generated (4,916,900 s/min), 207,027,307 distinct states found (1,578,899 ds/min), 62,809,494 states left on queue.
Progress(24) at 2026-05-17 03:50:08: 615,907,676 states generated (4,965,668 s/min), 208,597,623 distinct states found (1,570,316 ds/min), 63,264,905 states left on queue.
Progress(24) at 2026-05-17 03:51:08: 620,739,754 states generated (4,832,078 s/min), 210,179,686 distinct states found (1,582,063 ds/min), 63,707,677 states left on queue.
Progress(24) at 2026-05-17 03:52:08: 625,383,208 states generated (4,643,454 s/min), 211,777,590 distinct states found (1,597,904 ds/min), 64,111,281 states left on queue.
Progress(24) at 2026-05-17 03:53:08: 630,269,121 states generated (4,885,913 s/min), 213,362,381 distinct states found (1,584,791 ds/min), 64,545,506 states left on queue.
Progress(24) at 2026-05-17 03:54:08: 634,948,827 states generated (4,679,706 s/min), 214,960,635 distinct states found (1,598,254 ds/min), 64,942,959 states left on queue.
Progress(24) at 2026-05-17 03:55:08: 639,691,602 states generated (4,742,775 s/min), 216,553,015 distinct states found (1,592,380 ds/min), 65,326,568 states left on queue.
Progress(24) at 2026-05-17 03:56:08: 644,330,002 states generated (4,638,400 s/min), 218,157,519 distinct states found (1,604,504 ds/min), 65,713,852 states left on queue.
Progress(24) at 2026-05-17 03:57:08: 648,941,292 states generated (4,611,290 s/min), 219,754,111 distinct states found (1,596,592 ds/min), 66,071,566 states left on queue.
Progress(24) at 2026-05-17 03:58:08: 653,697,123 states generated (4,755,831 s/min), 221,341,173 distinct states found (1,587,062 ds/min), 66,498,656 states left on queue.
Progress(24) at 2026-05-17 03:59:08: 658,465,926 states generated (4,768,803 s/min), 222,931,174 distinct states found (1,590,001 ds/min), 66,889,592 states left on queue.
